Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,agriculture,animal husbandry
Ethnographic Atlas,Acholi,Aj10,xd385,Acholi (Aj10),3,32,dhop1238,Dhopaluo,,Nilotic,5,3
Ethnographic Atlas,Abron,Af38,xd217,Abron (Af38),7.53,-2.15,abro1238,Abron,abr,Atlantic-Congo,8,1
Ethnographic Atlas,Waropen,Ie6,xd820,Waropen (Ie6),-2.14,137.23,waro1242,Waropen,wrp,Austronesian,2,1
Ethnographic Atlas,Paiwan,Ia6,xd746,Paiwan (Ia6),22.44,120.77,paiw1248,Paiwan,pwn,Austronesian,6,1
Ethnographic Atlas,Ababda,Ca34,xd442,Ababda (Ca34),24,34,abab1239,Ababda,,Afro-Asiatic,1,8
Ethnographic Atlas,Alur,Aj17,xd392,Alur (Aj17),2,31,alur1250,Alur,alz,Nilotic,5,2
Ethnographic Atlas,Alkatcho,Nb10,xd1069,Alkatcho (Nb10),53,-126,sout2958,Southern Carrier,caf,Athapaskan-Eyak-Tlingit,0,0
Ethnographic Atlas,Koreans,Ed1,xd638,Koreans (Ed1),38.134147,126.960754,kore1280,Korean,kor,Koreanic,6,2
Ethnographic Atlas,Nononke,Ag28,xd264,Nono (Ag28),14,-4,jena1242,Jenaama Bozo,bze,Mande,5,2
Ethnographic Atlas,Koma,Ai46,xd377,Koma (Ai46),9,35,komo1258,Komo (Sudan),xom,Koman,6,1
Ethnographic Atlas,Nanai,Ec9,xd637,Goldi (Ec9),47,132,nana1257,Nanai,gld,Tungusic,2,1
Ethnographic Atlas,Yem,Ca29,xd436,Janjero (Ca29),8,38,toba1264,Toba (Ethiopia),,Ta-Ne-Omotic,8,2
Ethnographic Atlas,Bakongo,Ac14,xd38,Kongo (Ac14),-7,15,sans1272,Cimbala-Cizali,kwy,Atlantic-Congo,6,1
Ethnographic Atlas,Curripaco,Sc9,xd1352,Curipaco (Sc9),5,-67,curr1243,Curripaco,kpc,Arawakan,5,0
Ethnographic Atlas,Koranko,Ag24,xd260,Koranko (Ag24),9,-11,kura1250,Kuranko,knk,Mande,6,3
Ethnographic Atlas,Barama River Carib,Sc3,xd1346,Barama Carib (Sc3),5,-59,mura1272,Murato,,Cariban,4,0
Ethnographic Atlas,Nunamiut,Na12,xd1029,Nunamiut (Na12),68,-152,anak1241,Anaktuvik Pass Inupiatun,,Eskimo-Aleut,0,0
Ethnographic Atlas,Kissi,Af2,xd197,Kissi (Af2),9,-10,nort2765,Northern Kissi,kqs,Atlantic-Congo,9,1
Ethnographic Atlas,Thai,Ej9,xd731,Siamese (Ej9),15,100,thai1261,Thai,tha,Tai-Kadai,8,1
Ethnographic Atlas,Kodi,Ic13,xd763,Kodi (Ic13),-9.66,119.07,kodi1247,Kodi-Gaura,kod,Austronesian,8,2
Ethnographic Atlas,Barabish,Cc7,xd504,Barabish (Cc7),20,-5,hass1238,Hassaniyya,mey,Afro-Asiatic,1,9
Ethnographic Atlas,Ponca,Nf12,xd1232,Ponca (Nf12),43,-99,ponc1241,Ponca,,Siouan,3,0
Ethnographic Atlas,Kombe,Ig17,xd849,Koobe (Ig17),-4.67,149.53,mudu1242,Muduapa,wiv,Austronesian,3,0
Ethnographic Atlas,Coniagui,Ag8,xd296,Coniagui (Ag8),13,-13,wame1240,Wamey,cou,Atlantic-Congo,6,1
Ethnographic Atlas,Kom,Ae54,xd176,Kom (Ae54),6,10,komc1235,Kom (Cameroon),bkm,Atlantic-Congo,8,1
Ethnographic Atlas,Duruma,Ad31,xd100,Duruma (Ad31),-4,39,duru1249,Duruma,dug,Atlantic-Congo,6,3
Ethnographic Atlas,Koalib,Ai37,xd367,Koalib (Ai37),12,31,koal1240,Koalib-Rere,kib,Heibanic,8,2
Ethnographic Atlas,Piaroa,Sc8,xd1351,Piaroa (Sc8),5,-67,piar1243,Piaroa,pid,Jodi-Saliban,1,0
Ethnographic Atlas,Kpe,Ae2,xd138,Kpe (Ae2),4.22,9.27,mokp1239,Mokpwe,bri,Atlantic-Congo,5,3
Ethnographic Atlas,Reddi,Eg14,xd677,Reddi (Eg14),18,82,mukh1238,Mukha-Dora,mmk,Dravidian,6,1
Ethnographic Atlas,Sanpoil,Nd4,xd1174,Sanpoil (Nd4),48,-119,sanp1257,Sanpoil,,Salishan,0,0
Ethnographic Atlas,Riffians,Cd3,xd521,Riffians (Cd3),35,-4,tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,rif,Afro-Asiatic,5,3
Ethnographic Atlas,Maras,Ei4,xd710,Lakher (Ei4),22,93,mara1382,Mara Chin,mrh,Sino-Tibetan,6,1
Ethnographic Atlas,Kamia,Nh20,xd1271,Kamia (Nh20),33,-115,kumi1248,Tipai,dih,Cochimi-Yuman,4,0
Ethnographic Atlas,Kadazan-Dusun,Ib5,xd754,Dusun (Ib5),6,117,cent2100,Central Dusun,dtp,Austronesian,5,2
Ethnographic Atlas,Mnong Gar,Ej2,xd724,Mnong Gar (Ej2),12,107,east2333,Eastern Mnong,mng,Austroasiatic,5,2
Ethnographic Atlas,Washo,Nd6,xd1196,Washo (Nd6),39,-120,wash1253,Washo,was,Washo,0,0
Ethnographic Atlas,Musgu,Ai19,xd347,Musgu (Ai19),11,15,musg1254,Musgu,mug,Afro-Asiatic,6,2
Ethnographic Atlas,Mende,Af5,xd230,Mende (Af5),8,-11,mend1266,Mende (Sierra Leone),men,Mande,7,1
Ethnographic Atlas,Kapingamarangi,Ii7,xd886,Kapingamarang (Ii7),1.09,154.8,kapi1249,Kapingamarangi,kpg,Austronesian,5,1
Ethnographic Atlas,Songhai,Cb3,xd480,Songhai (Cb3),17,-1,humb1243,Humburi Senni Songhay,hmb,Songhay,5,3
Ethnographic Atlas,Kagoro,Ah20,xd310,Kagoro (Ah20),10,8,kago1246,Kagoro (Nigeria),,Atlantic-Congo,7,2
Ethnographic Atlas,Moanunts,Nd59,xd1195,Moanunts (Nd59),39,-112,utee1244,Ute,,Uto-Aztecan,0,0
Ethnographic Atlas,Tekna,Cd9,xd527,Tekna (Cd9),28,-11,hass1238,Hassaniyya,mey,Afro-Asiatic,6,4
Ethnographic Atlas,Sonjo,Ad39,xd108,Sonjo (Ad39),-3,36,temi1247,Temi,soz,Atlantic-Congo,8,2
Ethnographic Atlas,Ingassana,Ai4,xd370,Ingassana (Ai4),11,34,gaam1241,Gaam,tbi,Eastern Jebel,6,3
Ethnographic Atlas,Karamojong,Aj30,xd407,Karamojong (Aj30),2,34,nucl1430,Nuclear Karamojong,,Nilotic,4,6
Ethnographic Atlas,DeneTha,Na17,xd1034,Slave (Na17),61,-120,sout2959,South Slavey,xsl,Athapaskan-Eyak-Tlingit,0,0
Ethnographic Atlas,Kachari,Ee7,xd659,Kachari (Ee7),27,90,kach1279,Kachari,xac,Sino-Tibetan,7,1
Ethnographic Atlas,Mafa,Ah7,xd334,Matakam (Ah7),11,14,mafa1239,Mafa,maf,Afro-Asiatic,9,1
Ethnographic Atlas,Itsekiri,Af22,xd200,Itsekiri (Af22),6,5,isek1239,Isekiri,its,Atlantic-Congo,2,1
Ethnographic Atlas,Sahel,Cd19,xd517,Sahel (Cd19),35,10.94,sahi1245,Sahil,,Afro-Asiatic,7,3
Ethnographic Atlas,Kerewe,Ad43,xd113,Kerewe (Ad43),-3,33,kere1283,Kerewe,ked,Atlantic-Congo,4,3
Ethnographic Atlas,Timucua,Ng8,xd1257,Timucua (Ng8),27,-82,timu1245,Timucua,tjm,Timucua,4,0
Ethnographic Atlas,Logo,Ai31,xd361,Logo (Ai31),3,30,logo1259,Logo,log,Central Sudanic,6,2
Ethnographic Atlas,Nara,Ca32,xd440,Barea (Ca32),16,38,nara1262,Nara,nrb,Nara,7,2
Ethnographic Atlas,Railroad Valley Shoshoni,Nd37,xd1171,Hamilton (Nd37),39,-116,west2622,Western Shoshoni,,Uto-Aztecan,0,0
Ethnographic Atlas,Kainai,Ne13,xd1212,Blood (Ne13),51,-115,bloo1239,Blood,,Algic,0,0
Ethnographic Atlas,Kakwa,Aj14,xd389,Kakwa (Aj14),4,31,kakw1240,Kakwa,keo,Nilotic,8,2
Ethnographic Atlas,Zigula,Ad28,xd96,Zigula (Ad28),-5.84,38.79,zigu1242,Zigula,ziw,Atlantic-Congo,6,2
Ethnographic Atlas,Carajá,Sj1,xd1407,Caraja (Sj1),-12,-50,kara1500,Karajá,kpj,Nuclear-Macro-Je,2,0
Ethnographic Atlas,Ndoko,Ae38,xd158,Ndoko (Ae38),2,21,doko1244,Doko (Democratic Republic of Congo),,Atlantic-Congo,8,0
Ethnographic Atlas,Yemeni,Cj9,xd595,Yemeni (Cj9),15,45,sana1295,Sanaani Arabic,ayn,Afro-Asiatic,7,3
Ethnographic Atlas,Netsilik,Na43,xd1060,Netsilik (Na43),69,-96,nets1241,Netsilik,,Eskimo-Aleut,0,0
Ethnographic Atlas,Kanembu,Cb18,xd467,Kanembu (Cb18),14,14,kane1243,Kanembu,kbl,Saharan,6,3
Ethnographic Atlas,Nipigon,Na35,xd1051,Nipigon (Na35),50,-88,cent2136,Central Ojibwa,ojc,Algic,0,0
Ethnographic Atlas,Kaguru,Ad50,xd121,Kaguru (Ad50),-6,37,kagu1239,Kagulu,kki,Atlantic-Congo,6,2
Ethnographic Atlas,Maricopa,Nh5,xd1281,Maricopa (Nh5),33,-113,mari1440,Maricopa,mrc,Cochimi-Yuman,3,0
Ethnographic Atlas,Potawatomi,Na42,xd1059,Potawatomi (Na42),44,-85,pota1247,Potawatomi,pot,Algic,3,0
Ethnographic Atlas,Jordanians,Cj6,xd592,Jordanians (Cj6),32,36,sout3123,South Levantine Arabic,ajp,Afro-Asiatic,7,3
Ethnographic Atlas,Alorese,Ic2,xd764,Alorese (Ic2),-8.22,124.26,abui1241,Abui,abz,Timor-Alor-Pantar,7,1
Ethnographic Atlas,Jicarilla,Nh16,xd1266,Jicarilla (Nh16),36,-104,jica1244,Jicarilla Apache,apj,Athapaskan-Eyak-Tlingit,2,0
Ethnographic Atlas,Cágaba,Sb2,xd1327,Cagaba (Sb2),11,-74,cogu1240,Cogui,kog,Chibchan,8,2
Ethnographic Atlas,Jukun,Ah2,xd309,Jukun (Ah2),8,10,juku1254,Jukun Takum,jbu,Atlantic-Congo,6,2
Ethnographic Atlas,Tazarawa,Cb25,xd475,Tazarawa (Cb25),14,8,haus1257,Hausa,hau,Afro-Asiatic,7,3
Ethnographic Atlas,Ngizim,Cb29,xd479,Ngizim (Cb29),12,10,ngiz1242,Ngizim,ngi,Afro-Asiatic,6,2
Ethnographic Atlas,Chichimeca,Ni5,xd1290,Chichimec (Ni5),22,-100,chic1272,Chichimeca-Jonaz,pei,Otomanguean,0,0
Ethnographic Atlas,Yavapai,Nd66,xd1203,Yavapai (Nd66),35,-112,yava1252,Yavapai,,Cochimi-Yuman,0,0
Ethnographic Atlas,Kamayurá,Si5,xd1402,Camayura (Si5),-12,-54,kama1373,Kamayurá,kay,Tupian,4,0
Ethnographic Atlas,Zazzagawa Hausa,Cb26,xd476,Zazzagawa Hausa (Cb26),11,8,araw1280,Arawa,,Afro-Asiatic,6,3
Ethnographic Atlas,Mambila,Ah4,xd331,Mambila (Ah4),7,12,came1252,Cameroon Mambila,mcu,Atlantic-Congo,8,2
Ethnographic Atlas,Nomlaki,Nc1,xd1107,Nomlaki (Nc1),39,-122,noml1242,Nomlaki,,Wintuan,0,0
Ethnographic Atlas,Nyimang,Ai43,xd374,Nyima (Ai43),12,29,amas1236,Ama (Sudan),nyi,Nyimang,6,3
Ethnographic Atlas,Manus,Ig9,xd861,Manus (Ig9),-2,147,tita1241,Titan,ttv,Austronesian,0,1
Ethnographic Atlas,Pondo,Ab10,xd11,Pondo (Ab10),-31,30,mpon1252,Mpondo,,Atlantic-Congo,5,5
Ethnographic Atlas,Jimma,Ca39,xd447,Jimma (Ca39),8,37,fuga1235,Fuga of Jimma,,Ta-Ne-Omotic,7,3
Ethnographic Atlas,Mailu,Ie21,xd798,Mailu (Ie21),-10,149,mail1248,Mailu,mgu,Mailuan,5,1
Ethnographic Atlas,Patwin,Nc22,xd1121,Patwin (Nc22),39,-122,patw1250,Patwin,pwi,Wintuan,0,0
Ethnographic Atlas,Kamuku,Ah14,xd303,Kamuku (Ah14),11,6,cind1241,Yara,cdr,Atlantic-Congo,7,2
Ethnographic Atlas,Shuwa,Cb16,xd465,Shuwa (Cb16),13,15,char1283,Chari-Baguirmi,,Afro-Asiatic,2,6
Ethnographic Atlas,Chukchi,Ec3,xd631,Chukchee (Ec3),66,177,chuk1273,Chukchi,ckt,Chukotko-Kamchatkan,0,5
Ethnographic Atlas,Mazateco,Nj5,xd1304,Mazateco (Nj5),18,-97,huau1238,Huautla Mazatec,mau,Otomanguean,8,2
Ethnographic Atlas,Taos,Nh6,xd1282,Taos (Nh6),37,-106,taos1236,Taos,,Kiowa-Tanoan,7,1
Ethnographic Atlas,Marri,Ea10,xd597,Marri (Ea10),30,69,east2304,Eastern Balochi,bgp,Indo-European,4,5
Ethnographic Atlas,Semang,Ej3,xd725,Semang (Ej3),5,101,kens1248,Kensiu,kns,Austroasiatic,0,0
Ethnographic Atlas,Madan,Cj10,xd587,Madan (Cj10),31,47,meso1252,Gilit Mesopotamian Arabic,acm,Afro-Asiatic,3,2
Ethnographic Atlas,Kakoli,Ie11,xd787,Kakoli (Ie11),-6,144,umbu1258,Umbu-Ungu,ubu,Nuclear Trans New Guinea,7,1
Ethnographic Atlas,Tullishi,Ai42,xd373,Tullishi (Ai42),12,29,tuli1249,Tulishi,tey,Kadugli-Krongo,6,3
Ethnographic Atlas,Senufo,Ag32,xd269,Senufo (Ag32),10,-6,ceba1235,Cebaara Senoufo,sef,Atlantic-Congo,7,1
Ethnographic Atlas,Jur,Ai36,xd366,Jur (Ai36),8,28,jurm1239,Jur Modo,bex,Central Sudanic,6,2
Ethnographic Atlas,Mandja,Ai24,xd353,Mandja (Ai24),6,18,manz1243,Manza,mzv,Atlantic-Congo,9,1
Ethnographic Atlas,Eastern Pomo,Nc18,xd1116,Eastern Pomo (Nc18),39,-123,east2545,Eastern Pomo,peb,Pomoan,0,0
Ethnographic Atlas,Jie,Aj21,xd397,Jie (Aj21),3,34,jiee1239,Jie,,Nilotic,6,4
Ethnographic Atlas,Merina,Eh2,xd688,Merina (Eh2),-19,46,meri1243,Merina,,Austronesian,7,2
Ethnographic Atlas,Karekare,Cb10,xd459,Karekare (Cb10),12,11,kare1348,Karekare,kai,Afro-Asiatic,7,1
Ethnographic Atlas,Udmurt,ch26,xd564,Udmurt (ch26),57,53,sout2681,South Udmurt,,Uralic,9,1
Ethnographic Atlas,Tenetehara,Sj6,xd1414,Tenetehara (Sj6),-3,-46,temb1276,Tenetehara,tqb,Tupian,5,1
Ethnographic Atlas,Mekeo,Ie22,xd799,Mekeo (Ie22),-9,147,meke1243,Mekeo,mek,Austronesian,6,1
Ethnographic Atlas,Manprusi,Ag46,xd284,Manprusi (Ag46),10,-1,mamp1244,Mampruli,maw,Atlantic-Congo,7,3
Ethnographic Atlas,Sundi,Ac18,xd42,Sundi (Ac18),-5,14,suun1239,Suundi,sdj,Atlantic-Congo,6,1
Ethnographic Atlas,Herero,Ab1,xd10,Herero (Ab1),-21,16,here1253,Herero,her,Atlantic-Congo,0,6
Ethnographic Atlas,Kalaallit (West Greenland),Na25,xd1041,Greenlanders (Na25),68.66,-51.22,west2617,West Greenlandic,,Eskimo-Aleut,0,0
Ethnographic Atlas,Somba,Ag51,xd290,Somba (Ag51),11,1,dita1238,Ditammari,tbz,Atlantic-Congo,7,3
Ethnographic Atlas,Itelmen,ec13,xd621,Itelmen (ec13),54.98,161.79,itel1242,Itelmen,itl,Chukotko-Kamchatkan,0,0
Ethnographic Atlas,Bisa,Ag53,xd292,Bisa (Ag53),12,0,biss1248,Bissa,bib,Mande,7,1
Ethnographic Atlas,Sugbuanon,Ia12,xd735,Sugbuhanon (Ia12),10.2,123.65,cebu1242,Cebuano,ceb,Austronesian,7,1
Ethnographic Atlas,Duala,Ae12,xd130,Duala (Ae12),4,10,dual1243,Duala,dua,Atlantic-Congo,6,1
Ethnographic Atlas,Ngumbi,Ab20,xd22,Ngumbi (Ab20),-15,15,nkhu1238,Nkhumbi,khu,Atlantic-Congo,5,3
Ethnographic Atlas,Mandan,Ne6,xd1225,Mandan (Ne6),47,-101,mand1446,Mandan,mhq,Siouan,5,0
Ethnographic Atlas,Yagua,Se4,xd1368,Yagua (Se4),-3,-72,yagu1244,Yagua,yad,Peba-Yagua,4,0
Ethnographic Atlas,Tetela,Ae25,xd144,Tetela (Ae25),-4,25,tete1250,Tetela,tll,Atlantic-Congo,7,1
Ethnographic Atlas,Ifora,Cc12,xd490,Ifora (Cc12),20,2,tadh1242,Tadhaq,,Afro-Asiatic,2,5
Ethnographic Atlas,Manchu,Ed3,xd646,Manchu (Ed3),45,126,manc1252,Manchu,mnc,Tungusic,7,2
Ethnographic Atlas,Kara,Ad38,xd107,Kara (Ad38),-2,33,kara1481,Kara (Tanzania),reg,Atlantic-Congo,5,3
Ethnographic Atlas,Vugusu,Ad41,xd111,Vugusu (Ad41),1,35,buku1249,Bukusu,bxk,Atlantic-Congo,6,4
Ethnographic Atlas,Kalispel,Nd13,xd1145,Kalispel (Nd13),49,-117,kali1309,Kalispel,,Salishan,0,0
Ethnographic Atlas,Malays,Ej8,xd730,Malays (Ej8),5,103,mala1479,Colloquial Malay,zlm,Austronesian,6,2
Ethnographic Atlas,Kapsiki,Ah38,xd329,Kapsiki (Ah38),11,14,psik1239,Psikye,kvj,Afro-Asiatic,8,2
Ethnographic Atlas,Huron,Ng1,xd1244,Huron (Ng1),44,-78,wyan1247,Wyandot,wya,Iroquoian,5,0
Ethnographic Atlas,Male,Ca22,xd429,Male (Ca22),6,37,male1284,Male (Ethiopia),mdy,Ta-Ne-Omotic,5,5
Ethnographic Atlas,Luchazi,Ac27,xd52,Luchazi (Ac27),-13,23,luch1239,Luchazi,lch,Atlantic-Congo,7,1
Ethnographic Atlas,Kaqchikel,Sa11,xd1311,Cakchiquel (Sa11),14,-91,kaqc1270,Kaqchikel,cak,Mayan,8,0
Ethnographic Atlas,Ulch,ec18,xd626,Ulch (ec18),50,136,ulch1241,Ulch,ulc,Tungusic,0,0
Ethnographic Atlas,Yergum,Ah22,xd312,Yergum (Ah22),9,10,taro1263,Tarok,yer,Atlantic-Congo,8,2
Ethnographic Atlas,Man,Ed14,xd641,Man (Ed14),22,105,kimm1245,Kim Mun,mji,Hmong-Mien,7,1
Ethnographic Atlas,Nankanse,Ag12,xd247,Nankanse (Ag12),10,-1,nank1249,Nankana,,Atlantic-Congo,6,2
Ethnographic Atlas,Okinawans,Ed7,xd650,Okinawans (Ed7),26.16,127.8,cent2126,Central Okinawan,ryu,Japonic,6,2
Ethnographic Atlas,Kanuri,Cb19,xd468,Kanuri (Cb19),12,13,mang1399,Manga Kanuri,kby,Saharan,6,2
Ethnographic Atlas,Yalunka,Ag54,xd293,Yalunka (Ag54),10,-12,yalu1240,Yalunka,yal,Mande,8,2
Ethnographic Atlas,Ngombe,Ae39,xd159,Ngombe (Ae39),2,20,binj1250,Binja,,Atlantic-Congo,6,0
Ethnographic Atlas,Jibu,Ah23,xd313,Jibu (Ah23),8,11,jibu1239,Jibu,jib,Atlantic-Congo,7,2
Ethnographic Atlas,Bwaka,Ai23,xd352,Bwaka (Ai23),3,19,ngba1284,Ngbaka Ma'bo,nbm,Atlantic-Congo,9,1
Ethnographic Atlas,Kalinga,Ia16,xd739,Kalinga (Ia16),18,121,lubu1243,Lubuagan Kalinga,knb,Austronesian,6,1
Ethnographic Atlas,Pojulu,Aj13,xd388,Fajulu (Aj13),4,31,poju1239,Pöjulu,,Nilotic,6,2
Ethnographic Atlas,Heiltsuk,Nb23,xd1083,Bellabella (Nb23),52,-128,bell1263,Bella Bella,,Wakashan,0,0
Ethnographic Atlas,Kaonde,Ac32,xd58,Kaonde (Ac32),-13,26,kaon1241,Kaonde,kqn,Atlantic-Congo,5,0
Ethnographic Atlas,White Knife Shoshoni,Nd43,xd1178,White Knife (Nd43),41,-117,west2622,Western Shoshoni,,Uto-Aztecan,0,0
Ethnographic Atlas,Mbandja,Ai25,xd354,Mbandja (Ai25),4,21,mban1263,Mbandja,zmz,Atlantic-Congo,6,1
Ethnographic Atlas,Siwans,Cc3,xd500,Siwans (Cc3),29,26,siwi1239,Siwi,siz,Afro-Asiatic,7,3
Ethnographic Atlas,Kaoka,Ig20,xd853,Kaoka (Ig20),-9.49,159.82,long1395,Longgu,lgu,Austronesian,6,1
Ethnographic Atlas,Ob Ostyak,Ec10,xd618,Ob Ostyak (Ec10),62,74,khan1273,Kazym-Berezover-Suryskarer Khanty,kca,Uralic,0,3
Ethnographic Atlas,Teton,Ne8,xd1227,Teton (Ne8),43,-103,lako1247,Lakota,lkt,Siouan,0,0
Ethnographic Atlas,Kafa,Ca30,xd438,Kafa (Ca30),7,36,kafa1242,Kafa,kbr,Ta-Ne-Omotic,6,2
Ethnographic Atlas,Kamba,Ad34,xd103,Kamba (Ad34),-2,38,kamb1297,Kamba (Kenya),kam,Atlantic-Congo,6,3
Ethnographic Atlas,Dinka,Aj11,xd386,Dinka (Aj11),9,29,sout2832,Southwestern Dinka,dik,Nilotic,3,5
Ethnographic Atlas,Panare,Sc13,xd1339,Panare (Sc13),6,-66,enap1235,Panare,pbh,Cariban,5,0
Ethnographic Atlas,Kachin,Ei5,xd711,Kachin (Ei5),26,97,kach1280,Jinghpaw,kac,Sino-Tibetan,6,2
Ethnographic Atlas,Shasta,Nb32,xd1093,Shasta (Nb32),41,-122,shas1239,Shasta,sht,Shastan,0,0
Ethnographic Atlas,Ulithians,If9,xd840,Ulithians (If9),10.02,139.79,ulit1238,Ulithian,uli,Austronesian,5,1
Ethnographic Atlas,Dahuni,Ig14,xd846,Dahuni (Ig14),-10.41,149.91,suau1242,Suau,swp,Austronesian,5,1
Ethnographic Atlas,Plateau Tonga,Ac30,xd56,Plateau Tonga (Ac30),-18,28,tong1318,Tonga (Zambia),toi,Atlantic-Congo,6,2
Ethnographic Atlas,Naron,Aa7,xd7,Naron (Aa7),-20,24,naro1249,Naro,nhr,Khoe-Kwadi,0,0
Ethnographic Atlas,Karbi,Ei17,xd704,Mikir (Ei17),26,94,karb1241,Hills Karbi,mjw,Sino-Tibetan,5,2
Ethnographic Atlas,Achumawi,Nc10,xd1108,Achomawi (Nc10),41,-121,achu1247,Achumawi,acv,Palaihnihan,0,0
Ethnographic Atlas,Tongarevans,Ij10,xd890,Tongarevans (Ij10),-9.02,-158.03,penr1237,Penrhyn,pnh,Austronesian,4,0
Ethnographic Atlas,Shavante,Sj11,xd1409,Shavante (Sj11),-14,-52,xava1240,Xavánte,xav,Nuclear-Macro-Je,2,0
Ethnographic Atlas,Kabyle,Cd4,xd522,Kabyle (Cd4),36,4,kaby1243,Kabyle,kab,Afro-Asiatic,7,3
Ethnographic Atlas,Saadi,Cd18,xd516,Saadi (Cd18),30,28,said1239,Saidi Arabic,aec,Afro-Asiatic,3,6
Ethnographic Atlas,Mapuche,Sg2,xd1384,Mapuche (Sg2),-39,-68,mapu1245,Mapudungun,arn,Araucanian,6,2
Ethnographic Atlas,Mangarevans,Ij7,xd896,Mangarevans (Ij7),-23.12,-134.97,mang1401,Mangareva,mrv,Austronesian,4,0
Ethnographic Atlas,Santal,Ef1,xd661,Santal (Ef1),24,87,sant1410,Santali,sat,Austroasiatic,7,1
Ethnographic Atlas,Dogon,Ag3,xd266,Dogon (Ag3),15,-3,bank1259,Bankan Tey Dogon,dbw,Dogon,6,2
Ethnographic Atlas,Mangbetu,Ai11,xd339,Mangbetu (Ai11),3,28,nucl1420,Nuclear Mangbetu,,Central Sudanic,6,1
Ethnographic Atlas,Mossi (Yatenga),Ag2,xd255,Yatenga (Ag2),13,-2,moss1236,Mossi,mos,Atlantic-Congo,7,2
Ethnographic Atlas,Tlingit,Nb22,xd1082,Tlingit (Nb22),58.12,-133.92,tlin1245,Tlingit,tli,Athapaskan-Eyak-Tlingit,0,0
Ethnographic Atlas,Serbs,Ch1,xd546,Serbs (Ch1),44,20,serb1264,Serbian,srp,Indo-European,6,4
Ethnographic Atlas,Karankawa,Ne16,xd1215,Karankawa (Ne16),29,-96,kara1289,Karankawa,zkk,Karankawa,0,0
Ethnographic Atlas,Mbugwe,Ad5,xd120,Mbugwe (Ad5),-4,36,mbug1242,Mbugwe,mgz,Atlantic-Congo,4,4
Ethnographic Atlas,Moroccans,Cd16,xd514,Moroccans (Cd16),33,-8,sout3117,Southern Morocco Arabic,,Afro-Asiatic,6,3
Ethnographic Atlas,Stó:lō,Nb27,xd1087,Stalo (Nb27),49,-122,chil1281,Chiliwack,,Salishan,0,0
Ethnographic Atlas,Ifugao,Ia3,xd743,Ifugao (Ia3),17,121,tuwa1243,Tuwali Ifugao,ifk,Austronesian,6,1
Ethnographic Atlas,Mafulu,Ie25,xd802,Mafulu (Ie25),-8,147,fuyu1242,Fuyug,fuy,Goilalan,7,1
Ethnographic Atlas,Chawai,Ah10,xd299,Chawai (Ah10),10,9,atsa1241,Atsam,cch,Atlantic-Congo,7,2
Ethnographic Atlas,Mixe,Nj7,xd1306,Mixe (Nj7),17,-95,isth1238,Isthmus Mixe,mir,Mixe-Zoque,8,1
Ethnographic Atlas,Temne,Af57,xd238,Temne (Af57),8.46,-12.64,timn1235,Timne,tem,Atlantic-Congo,6,2
Ethnographic Atlas,Spanish Basques,Ce8,xd535,Spanish Basques (Ce8),43,-2,west1508,Western Low Navarrese,,Basque,5,4
Ethnographic Atlas,Attawapiskat Cree,Na7,xd1065,Cree Attawapiskat (Na7),53,-83,swam1239,Swampy Cree,csw,Algic,0,0
Ethnographic Atlas,Samarokena,Ie36,xd814,Samarokena (Ie36),-3,140,sama1240,Samarokena,tmj,Greater Kwerba,0,1
Ethnographic Atlas,Moldovans,ch25,xd563,Moldovans (ch25),47,29,mold1248,Moldavian,mol,Indo-European,6,4
Ethnographic Atlas,Atayal,Ia1,xd732,Atayal (Ia1),24,121,atay1247,Atayal,tay,Austronesian,6,1
Ethnographic Atlas,Ye'kuana,Sc16,xd1342,Yekuana (Sc16),3,-65,maqu1238,Maquiritari,mch,Cariban,3,0
Ethnographic Atlas,Hwana,Ah37,xd328,Hona (Ah37),10,13,hwan1240,Hwana,hwo,Afro-Asiatic,7,3
Ethnographic Atlas,Ndaka Babali,Ae33,xd153,Ndaka Babali (Ae33),1,27,bali1274,Bali (Democratic Republic of Congo),bcp,Atlantic-Congo,7,1
Ethnographic Atlas,Balinese,Ib3,xd752,Balinese (Ib3),-8.18,115.02,bali1278,Balinese,ban,Austronesian,7,3
Ethnographic Atlas,Hawaiians,Ij6,xd895,Hawaiians (Ij6),19.89,-155.83,hawa1245,Hawaiian,haw,Austronesian,5,0
Ethnographic Atlas,Yako,Af4,xd219,Yako (Af4),6,8,loka1252,Lokaa,yaz,Atlantic-Congo,7,1
Ethnographic Atlas,Tikopia,Ii2,xd881,Tikopia (Ii2),-12.29,168.83,tiko1237,Tikopia,tkp,Austronesian,5,0
Ethnographic Atlas,Bali Nyonga,Ae49,xd170,Bali (Ae49),6,10,mung1266,Mungaka,mhk,Atlantic-Congo,6,1
Ethnographic Atlas,Malinke,Ag9,xd297,Malinke (Ag9),11,-9,west2500,Western Maninkakan,mlq,Mande,6,1
Ethnographic Atlas,Chamacoco,Sh6,xd1393,Chamacoco (Sh6),-20,-59,cham1315,Chamacoco,ceg,Zamucoan,0,0
Ethnographic Atlas,Awuna,Ag37,xd274,Awuna (Ag37),11,-2,awun1244,Awuna,,Atlantic-Congo,6,2
