Preferred.society.name,Society.id,Revised.latitude,Revised.longitude,region,continent,Island_check
Kisama,Ab21a,-10,14,Angola,Africa,0
Chopi,Ab22,-24.76,34.47,Mozambique,Africa,0
Kwere,Ad27,-7,39,United Republic of Tanzania,Africa,0
Zigula,Ad28,-5.84,38.79,United Republic of Tanzania,Africa,0
Hadimu,Ad29,-6.07,39.43,East Tropical Africa,Africa,1
Bubi,Ae44,3.54,8.72,Equatorial Guinea:Fernando Po,Africa,1
Mpongwe,Ae46,-2,10,Gabon,Africa,0
Puku,Ae47,2,10,Equatorial Guinea:Rio Muni,Africa,0
Ijaw,Af21,4.37,6.58,West Tropical Africa,Africa,0
Itsekiri,Af22,6,5,Nigeria,Africa,0
Isoko,Af25,5,6,Nigeria,Africa,0
Alagya,Af44,5.22,-4.42,Ivory Coast,Africa,0
Avikam,Af45,5.15,-5.25,Ivory Coast,Africa,0
Baga,Ag14,10,-14,West Tropical Africa,Africa,0
Balanta,Ag15,12,-16,Guinea Bissau,Africa,0
Banyun,Ag16,12,-16,Guinea Bissau,Africa,0
Bijogo,Ag18,11.1,-16.15,Guinea Bissau,Africa,1
Diola,Ag19,12.88,-16.19,Senegal,Africa,0
Papel,Ag20,12,-16,Guinea Bissau,Africa,0
Guanche,Cd11,27.99,-15.62,Canary Islands:Gran Canaria,Africa,1
Moroccans,Cd16,33,-8,Morocco,Africa,0
Sahel,Cd19,35,10.94,Northern Africa,Africa,0
Gheg,Ce1,42,20,Albania,Eurasia,0
Ancient Romans,Ce3,42,12,Italy,Eurasia,0
Spaniards,Ce6,37,-6,Spain,Eurasia,0
Tristan da Cunha,Cf3,-37.11,-12.27,Subantarctic Islands,-999,1
Icelanders,Cg2,64,-20,Iceland,Eurasia,1
Irish,Cg3,53,-9,Ireland,Eurasia,1
Abkhaz,Ci12,43,41,Georgia,Eurasia,0
Syrians,Cj1,36,36,Turkey,Eurasia,0
Lebanese,Cj7,34,36,Lebanon,Eurasia,0
Druze,Cj8,32.77,35.03,Israel,Eurasia,0
Nivkh,Ec1,53,142,Russia:Ostrov Sakhalin,Eurasia,1
Orok,ec19,54.01,142.71,Russia:Ostrov Sakhalin,Eurasia,1
Ainu,Ec7,44,144,Japan:Hokkaido,Eurasia,1
Ishigakians,Ed13,24.46,124.14,Japan:Ishigaki Shima,Eurasia,1
Miyakans,Ed15a,24.79,125.32,Japan:Miyako Jima,Eurasia,1
Japanese,Ed5,35,136,Japan:Honshu,Eurasia,1
Okinawans,Ed7,26.16,127.8,Japan:Okinawa,Eurasia,1
Li,Ed9,19,109,China:1,Eurasia,1
Kodavas,Eg5,12,76,India,Eurasia,0
Kerala,Eg6,11,76,India,Eurasia,0
Andamanese,Eh1,12,93,India:Havelock Island,Eurasia,1
Betsileo,Eh10,-22,47,Madagascar,Africa,1
Merina,Eh2,-19,46,Madagascar,Africa,1
Tanala,Eh3,-22,47,Madagascar,Africa,1
Vedda,Eh4,8,81,Sri Lanka,Eurasia,1
Nicobarese,Eh5,9.17,92.77,India:Car Nicobar Island,Eurasia,1
Sinhalese,Eh6,7,80,Sri Lanka,Eurasia,1
Sakalava,Eh8,-21,43.93,Madagascar,Africa,1
Antaisaka,Eh9,-22.9,47.75,Madagascar,Africa,1
Negri Sembilan,Ej16,2.58,102,"Malaysia:Malay Penninsula
",Eurasia,0
Atayal,Ia1,24,121,Taiwan,Eurasia,1
Bunun,Ia10,24,121,Taiwan,Eurasia,1
Sugbuanon,Ia12,10.2,123.65,Philippines:Cebu,Eurasia,1
Tao,Ia14,22.05,121.55,Eastern Asia,Eurasia,1
Manobo,Ia15,8,126,Philippines:Mindanao,Eurasia,1
Kalinga,Ia16,18,121,Philippines:43,Eurasia,1
Bilaan,Ia17,6,125,Philippines:Mindanao,Eurasia,1
Sagada,Ia2,17,121,Philippines:43,Eurasia,1
Ifugao,Ia3,17,121,Philippines:43,Eurasia,1
Subanun,Ia4,8,123,Philippines:Mindanao,Eurasia,1
Hanunoo,Ia5,13,121,Philippines:Mindoro,Eurasia,1
Paiwan,Ia6,22.44,120.77,Taiwan,Eurasia,1
Tagbanua,Ia7,10,119,Malesia,Eurasia,1
Bontok,Ia8,17,121,Philippines:43,Eurasia,1
Ami,Ia9,22.7,121.05,Taiwan,Eurasia,1
Iban,Ib1,2,112,Malaysia:Sarawak,Eurasia,1
Javanese,Ib2,-7,110,Indonesia:Java,Eurasia,1
Balinese,Ib3,-8.18,115.02,Indonesia:Bali,Eurasia,1
Toba Batak,Ib4,2,99,Indonesia:Sumatra,Eurasia,1
Kadazan-Dusun,Ib5,6,117,Malaysia:Sarawak,Eurasia,1
Minangkabau,Ib6,-1,101,Indonesia:Sumatra,Eurasia,1
Mentaweians,Ib7,-2.93,100.23,Indonesia:Pagai Selatan,Eurasia,1
Anak Dalam,Ib8,-3,103,Indonesia:Sumatra,Eurasia,1
Punan,Ib9,3,115,Malaysia:Sarawak,Eurasia,1
Macassarese,Ic1,-5.31,119.69,Indonesia:Sulawesi,Eurasia,1
Tobelorese,Ic10,1,128,Indonesia:Halmahera,Eurasia,1
Ambonese,Ic11,-3.71,128.18,Indonesia:Ambon,Eurasia,1
Sumbawanese,Ic12,-8.63,117.27,Indonesia:Sumbawa,Eurasia,1
Kodi,Ic13,-9.66,119.07,Indonesia:Sumba,Eurasia,1
Alorese,Ic2,-8.22,124.26,Indonesia:Pantar,Eurasia,1
Rotinese,Ic4,-10.71,123.18,Indonesia:Roti,Eurasia,1
Toradja,Ic5,-2,121,Indonesia:Sulawesi,Eurasia,1
Tanimbarese,Ic6,-8.19,130.96,Indonesia:Selaru,Eurasia,1
Ili-Mandiri,Ic7,-8.33,122.85,Indonesia:Flores,Eurasia,1
Kei,Ic8,-5.58,133.07,Indonesia:Cut,Eurasia,1
Sumbanese,Ic9,-10,120,Indonesia:Sumba,Eurasia,1
Yir Yoront,Id12,-15,142,Australia,Australia,0
Anindilyagwa,Id13,-13.99,136.6,Australia:Groote Eylandt,Australia,1
Tiwi,Id3,-11.56,130.81,Australia:Melville Island,Australia,1
Wikmunkan,Id6,-14,142,Australia,Australia,0
Murriny Patha,Id7,-14,130,Australia,Australia,0
Tasmanians (northwestern),Id8,-42,146,Australia:Tasmania,Australia,1
Mee,Ie1,-4,136,Indonesia:Irian Jaya,Eurasia,1
Motu,Ie10,-9,147,Papua New Guinea,Australia,1
Kakoli,Ie11,-6,144,Papua New Guinea,Australia,1
Kwoma,Ie12,-4,142,Papua New Guinea,Australia,1
Kiwai,Ie13,-9,143,Papua New Guinea,Australia,1
Miriam,Ie14,-9.91,144.06,Papuasia,Australia,1
Abelam,Ie15,-3.79,143.09,Papua New Guinea,Australia,1
Kutubu,Ie16,-6,143,Papua New Guinea,Australia,1
Siane,Ie17,-6,145,Papua New Guinea,Australia,1
Kimam,Ie18,-7.52,138.46,Indonesia:Yos Sudarso,Eurasia,1
Wantoat,Ie2,-6.15,146.53,Papua New Guinea,Australia,1
Koita,Ie20,-9,147,Papua New Guinea,Australia,1
Mailu,Ie21,-10,149,Papua New Guinea,Australia,1
Mekeo,Ie22,-9,147,Papua New Guinea,Australia,1
Muju,Ie23,-6,141,Papua New Guinea,Australia,1
Koiari,Ie24,-9,148,Papua New Guinea,Australia,1
Mafulu,Ie25,-8,147,Papua New Guinea,Australia,1
Ngarawapum,Ie26,-6,146,Papua New Guinea,Australia,1
Banaro,Ie27,-4.56,144.34,Papua New Guinea,Australia,1
Manam,Ie29,-4.08,145.03,Papuasia,Australia,1
Arapesh,Ie3,-4,144,Papua New Guinea,Australia,1
Mimika,Ie30,-4,135,Indonesia:Irian Jaya,Eurasia,1
Fore,Ie31,-6,145,Papua New Guinea,Australia,1
Sio,Ie32,-6,147,Papua New Guinea,Australia,1
Soromadja,Ie33,-2,138,Indonesia:Irian Jaya,Eurasia,1
Iatmul,Ie35,-4,143,Papua New Guinea,Australia,1
Samarokena,Ie36,-3,140,Indonesia:Irian Jaya,Eurasia,1
Star Mountain,Ie37,-5,141,Papua New Guinea,Australia,1
Dani,Ie38,-4,139,Indonesia:Irian Jaya,Eurasia,1
Elema,Ie39,-7.82,145.31,Papua New Guinea,Australia,1
Wogeo,Ie4,-3.24,144.1,Papuasia,Australia,1
Keraki,Ie5,-9,142,Papua New Guinea,Australia,1
Waropen,Ie6,-2.14,137.23,Indonesia:Irian Jaya,Eurasia,1
Enga,Ie7,-6,144,Papua New Guinea,Australia,1
Purari,Ie8,-7,145,Papua New Guinea,Australia,1
Orokaiva,Ie9,-9,148,Papua New Guinea,Australia,1
Palauans,If1,7.45,134.54,Palau:Babelthuap,Australia,1
Nomoians,If10,6.89,152.74,Northwestern Pacific,Eurasia,1
Kosraeans,If11,5.31,162.98,Federated States of Micronesia,Australia,1
Bikinians,If12,11.7,165.29,Northwestern Pacific,Eurasia,1
Nauruans,If13,-0.53,166.92,Nauru,Australia,1
Makin,If14,3.38,172.99,Southwestern Pacific,Australia,1
Carolinians,If15,15.21,145.76,Northern Mariana Islands:Saipan,Australia,1
Lamotrek,If16,7.46,146.38,Northwestern Pacific,Eurasia,1
Marshallese,If17,6.28,169.49,Northwestern Pacific,Eurasia,1
Trukese,If2,7.34,151.6,Federated States of Micronesia,Australia,1
Majuro,If3,7.09,171.13,Northwestern Pacific,Eurasia,1
Ifaluk,If4,7.25,144.46,Northwestern Pacific,Eurasia,1
Ponapeans,If5,6.88,158.22,Federated States of Micronesia,Australia,1
Yapese,If6,9.55,138.13,Federated States of Micronesia,Australia,1
Gilbert Onotoa,If7,-1.47,175.06,Southwestern Pacific,Australia,1
Chamorro,If8,15.13,145.71,Northern Mariana Islands:Saipan,Australia,1
Ulithians,If9,10.02,139.79,Northwestern Pacific,Eurasia,1
Siuai,Ig1,-6,155,Papua New Guinea:Bougainville,Australia,1
Usiai,Ig10,-2,147,Papua New Guinea:Manus Island,Australia,1
Rossel Islanders,Ig11,-11.36,154.14,Papua New Guinea:Rossel,Australia,1
Choiseulese,Ig12,-6.69,156.52,Solomon Islands:Choiseul,Australia,1
Aua,Ig13,-1.74,142.85,Papuasia,Australia,1
Dahuni,Ig14,-10.41,149.91,Papua New Guinea,Australia,1
Bwaidoga,Ig16,-9.44,150.33,Papua New Guinea:Goodenough Island,Australia,1
Kombe,Ig17,-4.67,149.53,Papuasia,Australia,1
Kwaio,Ig18,-9,161,Solomon Islands:Malaita,Australia,1
Molima,Ig19,-10,151,Papua New Guinea:Normanby Island,Australia,1
Trobriands,Ig2,-8.43,151.09,Papua New Guinea:Kiriwina,Australia,1
Kaoka,Ig20,-9.49,159.82,Solomon Islands:Guadalcanal,Australia,1
Tangu,Ig21,-3.38,153.31,Papuasia,Australia,1
Kurtatchi,Ig3,-5.6,154.91,Papua New Guinea:Bougainville,Australia,1
Lesu,Ig4,-3.06,151.66,Papua New Guinea:New Ireland,Australia,1
Dobuans,Ig5,-10,151,Papua New Guinea:Normanby Island,Australia,1
Ulawans,Ig6,-9.63,161.44,Solomon Islands:Maramasike,Australia,1
Lakalai,Ig7,-5.5,150.81,Papua New Guinea:New Britain,Australia,1
Simboese,Ig8,-8,157,Solomon Islands:Kolombangara,Australia,1
Manus,Ig9,-2,147,Papua New Guinea:Manus Island,Australia,1
Mota,Ih1,-13.84,167.7,Southwestern Pacific,Australia,1
Tannese,Ih10,-19.6,169.44,Vanuatu:Tanna,Australia,1
Epi,Ih11,-16.61,168.17,Vanuatu:Epi,Australia,1
Eromangans,Ih12,-18.85,169.16,Vanuatu:Erromango,Australia,1
Ranon,Ih13,-16.18,168.15,Vanuatu:Ambrym,Australia,1
Mbau Fijians,Ih14,-17.81,178.32,Fiji:Viti Levu,Australia,1
Seniang,Ih2,-16.51,167.47,Vanuatu:Malakula,Australia,1
Bunlap,Ih3,-15.95,168.22,Vanuatu:Pentecost,Australia,1
Lau,Ih4,-17.74,-179.31,Southwestern Pacific,Australia,1
Ajie,Ih5,-21.37,165.47,New Caledonia:Grand Recif de Oatope,Australia,1
Rotumans,Ih6,-12.5,177.07,Fiji:Rotuma,Australia,1
Lifu,Ih7,-20.94,167.23,New Caledonia:Ile Lifou,Australia,1
Vanua Levu,Ih8,-17.81,178.32,Fiji:Viti Levu,Australia,1
Santa Cruz Islanders,Ih9,-10.73,165.85,Solomon Islands:Nendo,Australia,1
American Samoans,Ii1,-13.68,-172.41,Samoa:Savai'i,Australia,1
Rennell Islanders,Ii10,-11.74,160.42,Solomon Islands:Rennel,Australia,1
Tongans,Ii12,-19.74,-175.07,Southwestern Pacific,Australia,1
Uveans,Ii13,-13.28,-176.17,Wallis and Futuna:Uvea,Australia,1
Upolu Samoans,Ii14,-13.94,-171.77,Samoa:Upolu,Australia,1
Tikopia,Ii2,-12.29,168.83,Southwestern Pacific,Australia,1
Pukapukans,Ii3,-10.89,-165.84,Southwestern Pacific,Australia,1
Ellice,Ii4,-7.48,178.68,Southwestern Pacific,Australia,1
Ontong Java,Ii5,-5.48,159.7,Papuasia,Australia,1
Tokelau,Ii6,-9.2,-171.85,Southwestern Pacific,Australia,1
Kapingamarangi,Ii7,1.09,154.8,Northwestern Pacific,Eurasia,1
Futunans,Ii8,-14.31,-178.11,Wallis and Futuna:Futuna,Australia,1
Niueans,Ii9,-19.05,-169.86,Niue,Australia,1
Mangaians,Ij1,-21.93,-157.91,South-Central Pacific,Australia,1
Tongarevans,Ij10,-9.02,-158.03,Southwestern Pacific,Australia,1
M—Åori,Ij2,-38.41,176.31,New Zealand:North Island,Australia,1
Marquesans,Ij3,-8.9,-140.08,French Polynesia:Nuku Hiva,Australia,1
Manihikians,Ij4,-10.41,-160.98,Southwestern Pacific,Australia,1
Raroians,Ij5,-15.94,-142.31,South-Central Pacific,Australia,1
Hawaiians,Ij6,19.89,-155.83,United States of America,North America,1
Mangarevans,Ij7,-23.12,-134.97,South-Central Pacific,Australia,1
Tahitians,Ij8,-17.71,-149.54,French Polynesia:Tahiti,Australia,1
Easter Islanders,Ij9,-27.12,-109.36,Chile:Easter Island,South America,1
Sivokakmeit,Na11,63.34,-170.3,United States of America,North America,1
Baffin Island Inuit,Na13,65.24,-64.63,Canada:Baffin Island,North America,1
Inughuit (Northern Greenland),Na14,78,-70,Greenland,Eurasia,1
Tasiilaq,Na24,66,-37,Greenland,Eurasia,1
Kalaallit (West Greenland),Na25,68.66,-51.22,Subarctic America,North America,1
Copper Inuit,Na3,69,-110,Canada:Victoria Island,North America,1
Netsilik,Na43,69,-96,Canada:King William Island,North America,1
Aleut,Na9,53.86,-166.79,United States of America,North America,1
Haida,Nb1,54,-132,Canada:Graham Island,North America,1
Lummi,Nb15,48.84,-123.27,Western Canada,North America,0
Klallam,Nb16,48,-123,United States of America,North America,0
Quileute,Nb18,47.91,-124.59,United States of America,North America,0
Twana,Nb2,48,-123,United States of America,North America,0
Coos,Nb21,43,-124,United States of America,North America,0
Heiltsuk,Nb23,52,-128,Canada,North America,0
Makah,Nb24,48.33,-124.62,United States of America,North America,0
Quinault,Nb25,47.42,-124.16,United States of America,North America,0
Alsea,Nb28,44,-124,United States of America,North America,0
Siuslaw,Nb29,44,-124,United States of America,North America,0
Tututni,Nb31,42,-124,United States of America,North America,0
Yurok,Nb4,41,-124,United States of America,North America,0
Eyak,Nb5,60.34,-144.85,United States of America,North America,0
Tolowa,Nb6,42,-124,United States of America,North America,0
Tsimshian,Nb7,54.64,-130.25,Canada,North America,0
Wappo,Nc20,38.22,-122.56,United States of America,North America,0
Chumash,Nc28,34.44,-119.71,United States of America,North America,0
Tongva,Nc29,34,-118,United States of America,North America,0
Kumeyaay,Nc6,32,-116,Mexico,South America,0
Lillooet,Nd9,50.02,-124.78,Canada,North America,0
Timucua,Ng8,27,-82,United States of America,North America,0
Cocopa,Nh19,32,-115,Mexico,South America,0
Seri,Ni4,29,-112,Mexico,South America,0
Tequistlatec,Nj14,16,-96,Mexico,South America,0
Totonac,Nj4,20,-97,Mexico,South America,0
Guna,Sa1,9,-78,Panama,South America,0
Kaqchikel,Sa11,14,-91,Guatemala,South America,0
Jakaltek,Sa15,14,-90,Guatemala,South America,0
EmberÕç,Sa4,8,-78,Panama,South America,0
Mam,Sa8,15,-92,Guatemala,South America,0
Callinago,Sb1,15.41,-61.27,Dominica,South America,1
Wayuu,Sb6,12,-72,Colombia,South America,0
TaÕ_no,Sb8,19.94,-75.37,Cuba,South America,1
Haitians,Sb9,18.41,-72.17,Haiti,South America,1
Lokono,Sc10,5.95,-56.98,Suriname,South America,0
Yahgan,Sg1,-55.02,-68.98,Chile:Isla Hoste,South America,1
Ona,Sg3,-54,-69,Chile:10,South America,1
Alacaluf,Sg5,-52,-74,Southern South America,South America,1
!Kung,Aa1,-20,21,Botswana,Africa,0
Dorobo,Aa2,0,36,Kenya,Africa,0
Nama,Aa3,-26,18,Namibia,Africa,0
Bergdama,Aa4,-22,16,Namibia,Africa,0
Mbuti,Aa5,2,28,Democratic Republic of the Congo,Africa,0
Sandawe,Aa6,-5,36,United Republic of Tanzania,Africa,0
Naron,Aa7,-20,24,Botswana,Africa,0
/Xam,Aa8,-30,23,South Africa,Africa,0
Hadza,Aa9,-3,35,United Republic of Tanzania,Africa,0
Herero,Ab1,-21,16,Namibia,Africa,0
Pondo,Ab10,-31,30,South Africa,Africa,0
Xhosa,Ab11,-32.89,27.91,South Africa,Africa,0
Zulu,Ab12,-29,31,South Africa,Africa,0
Tswana,Ab13,-24,27,South Africa,Africa,0
Lovedu,Ab14,-24,31,South Africa,Africa,0
Pedi,Ab15,-25,30,South Africa,Africa,0
Lenge,Ab16,-25,34,Mozambique,Africa,0
Ndau,Ab17,-20,34,Mozambique,Africa,0
Shona,Ab18,-19,31,Zimbabwe,Africa,0
Ambo,Ab19,-17,16,Angola,Africa,0
Swazi,Ab2,-27,32,South Africa,Africa,0
Ngumbi,Ab20,-15,15,Angola,Africa,0
Bomvana,Ab21b,-32,28,South Africa,Africa,0
Lozi,Ab3,-15,23,Zambia,Africa,0
Tsonga,Ab4,-24,32,Mozambique,Africa,0
Mbundu,Ab5,-12,16,Angola,Africa,0
Venda,Ab6,-23,30,South Africa,Africa,0
Nyaneka,Ab7,-15,14,Angola,Africa,0
Sotho,Ab8,-29,28,Lesotho,Africa,0
Ndebele,Ab9,-20,28,Zimbabwe,Africa,0
Ila,Ac1,-16,27,Zambia,Africa,0
Chewa,Ac10,-14,33,Malawi:3,Africa,0
Luvale,Ac11,-12,22,Angola,Africa,0
Chokwe,Ac12,-10,21,Angola,Africa,0
Tonga,Ac13,-12,34,Malawi:3,Africa,0
Bakongo,Ac14,-7,15,Angola,Africa,0
Mbala,Ac15,-5,18,Democratic Republic of the Congo,Africa,0
Mitsogho,Ac16,-1,12,Gabon,Africa,0
Suku,Ac17,-6,18,Democratic Republic of the Congo,Africa,0
Sundi,Ac18,-5,14,Democratic Republic of the Congo,Africa,0
Teke,Ac19,-3,15,Republic of the Congo,Africa,0
Pende,Ac2,-6,20,Democratic Republic of the Congo,Africa,0
Yaka,Ac20,-7,17,Democratic Republic of the Congo,Africa,0
Bunda,Ac21,-5,19,Democratic Republic of the Congo,Africa,0
Dzing,Ac22,-4,20,Democratic Republic of the Congo,Africa,0
Lele,Ac23,-5,21,Democratic Republic of the Congo,Africa,0
Sakata,Ac24,-3,18,Democratic Republic of the Congo,Africa,0
Songo,Ac25,-5,18,Democratic Republic of the Congo,Africa,0
Yanzi,Ac26,-4,18,Democratic Republic of the Congo,Africa,0
Luchazi,Ac27,-13,23,Angola,Africa,0
Luimbe,Ac28,-12,18,Angola,Africa,0
Luwa,Ac29,-7,19,Democratic Republic of the Congo,Africa,0
Bemba,Ac3,-11,31,Zambia,Africa,0
Plateau Tonga,Ac30,-18,28,Zimbabwe,Africa,0
Buye,Ac31,-7,28,Democratic Republic of the Congo,Africa,0
Kaonde,Ac32,-13,26,Zambia,Africa,0
Lala,Ac33,-15,31,Mozambique,Africa,0
Luapula,Ac34,-10,29,Zambia,Africa,0
Shila,Ac35,-10,28,Democratic Republic of the Congo,Africa,0
Tumbuka,Ac36,-12,34,Malawi:3,Africa,0
Kunda,Ac37,-15,32,Mozambique,Africa,0
Nyanja,Ac38,-16,36,Mozambique,Africa,0
Nyasa,Ac39,-13,35,Mozambique,Africa,0
Kuba,Ac4,-5,22,Democratic Republic of the Congo,Africa,0
Sena,Ac40,-18,35,Mozambique,Africa,0
Makonde,Ac41,-11,40,Mozambique,Africa,0
Makua,Ac42,-15,39,Mozambique,Africa,0
Mambwe,Ac43,9,32,South Sudan,Africa,0
Lamba,Ac5,-13,28,Zambia,Africa,0
Ndembu,Ac6,-11,26,Democratic Republic of the Congo,Africa,0
Yao,Ac7,-13,36,Mozambique,Africa,0
Yombe,Ac8,-5,13,Democratic Republic of the Congo,Africa,0
Ngoni,Ac9,-12,33,Zambia,Africa,0
Bajuni,Ad1,-2,41,East Tropical Africa,Africa,0
Shambaa,Ad10,-5,38,United Republic of Tanzania,Africa,0
Bena,Ad11,-9,36,United Republic of Tanzania,Africa,0
Gusii,Ad12,-1,35,Kenya,Africa,0
Kiga,Ad13,-3,30,Burundi,Africa,0
Luguru,Ad14,-8,38,United Republic of Tanzania,Africa,0
Iwa,Ad15,-10,32,Zambia,Africa,0
Ngonde,Ad16,-10,34,Malawi:3,Africa,0
Safwa,Ad17,-8,33,United Republic of Tanzania,Africa,0
Bende,Ad18,-7,31,United Republic of Tanzania,Africa,0
Fipa,Ad19,-8,31,United Republic of Tanzania,Africa,0
Nyoro,Ad2,2,32,Uganda,Africa,0
Nyamwezi,Ad20,-5,33,United Republic of Tanzania,Africa,0
Pimbwe,Ad21,-7,31,United Republic of Tanzania,Africa,0
Sukuma,Ad22,-3,34,United Republic of Tanzania,Africa,0
Sangu,Ad23,-8,34,United Republic of Tanzania,Africa,0
Gogo,Ad24,-7,36,United Republic of Tanzania,Africa,0
Rangi,Ad25,-5,36,United Republic of Tanzania,Africa,0
Turu,Ad26,-5,34,United Republic of Tanzania,Africa,0
Chagga,Ad3,-3,37,United Republic of Tanzania,Africa,0
Digo,Ad30,-4,39,Kenya,Africa,0
Duruma,Ad31,-4,39,Kenya,Africa,0
Giriama,Ad32,-3,40,Kenya,Africa,0
Pokomo,Ad33,-1,40,Kenya,Africa,0
Kamba,Ad34,-2,38,Kenya,Africa,0
Meru,Ad35,0,35,Kenya,Africa,0
Pare,Ad36,-4,38,United Republic of Tanzania,Africa,0
Teita,Ad37,-4,39,Kenya,Africa,0
Kara,Ad38,-2,33,United Republic of Tanzania,Africa,0
Sonjo,Ad39,-3,36,United Republic of Tanzania,Africa,0
Kikuyu,Ad4,-1,37,Kenya,Africa,0
Tiriki,Ad40,0,35,Kenya,Africa,0
Vugusu,Ad41,1,35,Kenya,Africa,0
Haya,Ad42,-1,32,Uganda,Africa,0
Kerewe,Ad43,-3,33,United Republic of Tanzania,Africa,0
Konjo,Ad44,-1,30,Uganda,Africa,0
Nyankole,Ad45,0,31,Uganda,Africa,0
Soga,Ad46,1,33,Uganda,Africa,0
Sumbwa,Ad47,-4,32,United Republic of Tanzania,Africa,0
Toro,Ad48,1,31,Uganda,Africa,0
Zinza,Ad49,-3,31,United Republic of Tanzania,Africa,0
Mbugwe,Ad5,-4,36,United Republic of Tanzania,Africa,0
Kaguru,Ad50,-6,37,United Republic of Tanzania,Africa,0
Ngulu,Ad51,-6,38,United Republic of Tanzania,Africa,0
Nyakyusa,Ad6,-9,34,United Republic of Tanzania,Africa,0
Ganda,Ad7,1,32,Uganda,Africa,0
Hehe,Ad8,-8,35,United Republic of Tanzania,Africa,0
Gisu,Ad9,1,34,Uganda,Africa,0
Amba,Ae1,1,30,Democratic Republic of the Congo,Africa,0
Banyaruanda,Ae10,-2,30,Rwanda,Africa,0
Songola,Ae11,-4,26,Democratic Republic of the Congo,Africa,0
Duala,Ae12,4,10,Cameroon,Africa,0
Bashi,Ae13,-2,29,Democratic Republic of the Congo,Africa,0
Ha,Ae14,-5,30,United Republic of Tanzania,Africa,0
Hunde,Ae15,-2,28,Democratic Republic of the Congo,Africa,0
Lulua,Ae16,-6,23,Democratic Republic of the Congo,Africa,0
Rega,Ae17,-3,28,Democratic Republic of the Congo,Africa,0
Songye,Ae18,-6,25,Democratic Republic of the Congo,Africa,0
Garanganze,Ae19,-11,28,Democratic Republic of the Congo,Africa,0
Kpe,Ae2,4.22,9.27,Cameroon,Africa,0
Ekonda,Ae20,-2,18,Democratic Republic of the Congo,Africa,0
Kela,Ae21,-3,23,Democratic Republic of the Congo,Africa,0
Kutsu,Ae22,-4,22,Democratic Republic of the Congo,Africa,0
Lalia,Ae23,-1,23,Democratic Republic of the Congo,Africa,0
Mongo,Ae24,1,22,Democratic Republic of the Congo,Africa,0
Tetela,Ae25,-4,25,Democratic Republic of the Congo,Africa,0
Topoke,Ae26,0,24,Democratic Republic of the Congo,Africa,0
Lokele,Ae27,1,25,Democratic Republic of the Congo,Africa,0
Ngala,Ae28,1,18,Democratic Republic of the Congo,Africa,0
Poto,Ae29,2,22,Democratic Republic of the Congo,Africa,0
Fang,Ae3,1,11,Gabon,Africa,0
Bira,Ae30,1,29,Democratic Republic of the Congo,Africa,0
Budu,Ae31,2,28,Democratic Republic of the Congo,Africa,0
Kumu,Ae32,-1,27,Democratic Republic of the Congo,Africa,0
Ndaka Babali,Ae33,1,27,Democratic Republic of the Congo,Africa,0
Plains Bira,Ae34,1,30,Democratic Republic of the Congo,Africa,0
Rumbi,Ae35,0,28,Democratic Republic of the Congo,Africa,0
Bombesa,Ae36,1,23,Democratic Republic of the Congo,Africa,0
Budja,Ae37,3,23,Democratic Republic of the Congo,Africa,0
Ndoko,Ae38,2,21,Democratic Republic of the Congo,Africa,0
Ngombe,Ae39,2,20,Democratic Republic of the Congo,Africa,0
Nkundo,Ae4,0,20,Democratic Republic of the Congo,Africa,0
Dzem,Ae40,3,14,Cameroon,Africa,0
Kota,Ae41,1,14,Gabon,Africa,0
Ngumba,Ae42,3,11,Cameroon,Africa,0
Sanga,Ae43,2,16,Cameroon,Africa,0
Kundu,Ae45,10,9,Nigeria,Africa,0
Bafia,Ae48,5,11,Cameroon,Africa,0
Bali Nyonga,Ae49,6,10,Cameroon,Africa,0
Bamileke,Ae5,5,10,Cameroon,Africa,0
Bamum,Ae50,6,11,Cameroon,Africa,0
Banen,Ae51,5,11,Cameroon,Africa,0
Fungom,Ae52,7,10,Nigeria,Africa,0
Koko,Ae53,4,11,Cameroon,Africa,0
Kom,Ae54,6,10,Cameroon,Africa,0
Ndob,Ae55,6,10,Cameroon,Africa,0
Nsaw,Ae56,6,11,Cameroon,Africa,0
Nsungli,Ae57,6,11,Cameroon,Africa,0
Tikar,Ae58,6,12,Cameroon,Africa,0
Widikum,Ae59,6,10,Cameroon,Africa,0
Luba,Ae6,-8,26,Democratic Republic of the Congo,Africa,0
Baboa,Ae7,3,25,Democratic Republic of the Congo,Africa,0
Rundi,Ae8,-3,30,Burundi,Africa,0
Fut,Ae9,6,10,Cameroon,Africa,0
Fon,Af1,7,2,Benin,Africa,0
Igbo,Af10,6,7,Nigeria,Africa,0
Toma,Af11,11,-9,Guinea,Africa,0
Akyem,Af12,7,-1,Ghana,Africa,0
Ebira,Af13,8,7,Nigeria,Africa,0
Sherbro,Af14,7.52,-12.69,Sierra Leone:Sherbro Island,Africa,0
Kpelle,Af15,7,-9,Liberia,Africa,0
Banyang,Af16,6,9,Nigeria,Africa,0
Boki,Af17,6,9,Nigeria,Africa,0
Ekoi,Af18,6,8,Nigeria,Africa,0
Efik,Af19,5,8,Nigeria,Africa,0
Kissi,Af2,9,-10,Guinea,Africa,0
Ibibio,Af20,5,8,Nigeria,Africa,0
Afikpo,Af23,6,8,Nigeria,Africa,0
Edo,Af24,6,6,Nigeria,Africa,0
